customer_tweet_id,customer_message,spotify_tweet_id,spotify_response,customer_message_clean,spotify_response_clean,intent
1075790,"@SpotifyCares After—however, the playlist is set on shuffle &amp; repeat.",1075789,"@373827 Alright! In this case, head to your Spotify settings and turn off Autoplay. That should take care of this inconvenience. Keep us posted /BH","After—however, the playlist is set on shuffle & repeat.","Alright! In this case, head to your Spotify settings and turn off Autoplay. That should take care of this inconvenience. Keep us posted /BH",Playback_Issue
1078168,@SpotifyCares Twice this week on OSX10.13 Can't play certain artists (e.g. Beck/Eminem) Get “Song not avail..” Plays on mobile? Thoughts?,1078166,@374348 Hey Conor! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MX,Twice this week on OSX10.13 Can't play certain artists (e.g. Beck/Eminem) Get “Song not avail..” Plays on mobile? Thoughts?,Hey Conor! That's not cool. Does logging out > restarting the device > logging back in help? Keep us posted /MX,Playback_Issue
1079418,"@spotifycares I'm trying to sign up for student premium. My school is listed, but it says it cannot confirm I'm a student.",1079417,"@153878 Hey Hailey, help's here! You can try manual verification at https://t.co/pttUWuZkWK. Keep us posted /ND","I'm trying to sign up for student premium. My school is listed, but it says it cannot confirm I'm a student.","Hey Hailey, help's here! You can try manual verification at Keep us posted /ND",Family_Student_Plan
1079429,@SpotifyCares hey guys! I've been using Spotify FOREVER and I've hit the 3333 mark for offline downloads. Will this ever be extended?,1079428,"@374613 Hey Sean! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. Stay awesome /KL",hey guys! I've been using Spotify FOREVER and I've hit the 3333 mark for offline downloads. Will this ever be extended?,"Hey Sean! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. Stay awesome /KL",Downloads_Offline
1080676,@115888 went into spotify today and all my playlists are gone,1080675,"@374927 Hi, help's here! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt",went into spotify today and all my playlists are gone,"Hi, help's here! Can you DM us your account's email address? We'll take a look backstage /DV",Playlist_Library
1080683,Student discount they say... but not accepting student discount cards for this - @115888 very strange!!,1080682,"@374930 Hey Faith, what's going on? We'd be happy to lend a hand /JX",Student discount they say... but not accepting student discount cards for this - very strange!!,"Hey Faith, what's going on? We'd be happy to lend a hand /JX",Family_Student_Plan
1083507,"Hi, I invited my sister to join family plan but she can't. We did as advised on the web but it still didn't work? @SpotifyCares",1083506,@375586 Hi there. Can you DM us your account's email address? We'll see what we can suggest /LM https://t.co/ldFdZRiNAt,"Hi, I invited my sister to join family plan but she can't. We did as advised on the web but it still didn't work?",Hi there. Can you DM us your account's email address? We'll see what we can suggest /LM,Family_Student_Plan
1084528,"@SpotifyCares I can't play any Ed Sheeran music anymore, it says it's not available. Why is this?",1084526,"@375829 Hey Cathee! The cavalry's here. Could you fire over the make/model, operating system, and Spotify version you're using? /KB","I can't play any Ed Sheeran music anymore, it says it's not available. Why is this?","Hey Cathee! The cavalry's here. Could you fire over the make/model, operating system, and Spotify version you're using? /KB",Playback_Issue
1085657,"shout out to @SpotifyCares for helping me with my hacked account, y'all the real MVP 👏",1085656,@137668 Hi there! Glad to hear it's sorted. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ /NQ,"shout out to for helping me with my hacked account, y'all the real MVP 👏",Hi there! Glad to hear it's sorted. Just let us know if we can help with anything else. /NQ,Account_Security
1087971,@SpotifyCares Pls help. I cant log in so that i cant cancel my subscription. My email is __email__,1087970,"@376644 Hi, we've just replied to your DMs. We'll carry on chatting there /SY",Pls help. I cant log in so that i cant cancel my subscription. My email is __email__,"Hi, we've just replied to your DMs. We'll carry on chatting there /SY",Login_Issue
1087980,@SpotifyCares I have been charged twice and a DOUBLE  wrongly amount !! still not enjoying Spotify Premium. Please respond!,1087979,@376647 Hi there! We've replied to your DM. We'll continue helping out over there 🙂 /DQ,I have been charged twice and a DOUBLE wrongly amount !! still not enjoying Spotify Premium. Please respond!,Hi there! We've replied to your DM. We'll continue helping out over there 🙂 /DQ,Payment_Refund
1088595,"@SpotifyCares I cant invite any of my family member , when i accept the invitation this msg pop up "" Unable to join this Family plan. Try again by clicking the ACCEPT INVITE button in your email. If that doesn't work, ask the plan owner to send another invite.""",1088594,@375025 Hey there! We've replied to your DM. We'll carry on helping there /JX,"I cant invite any of my family member , when i accept the invitation this msg pop up "" Unable to join this Family plan. Try again by clicking the ACCEPT INVITE button in your email. If that doesn't work, ask the plan owner to send another invite.""",Hey there! We've replied to your DM. We'll carry on helping there /JX,Family_Student_Plan
1089042,"@115888 Hello, how come you don't develop an app for Apple Watch, so that premium members can listen to offline music from the watch?",1089041,@376910 Hey there! Check out the official idea and add your vote to convince our devs it's something to look into: https://t.co/SEK4E4gi22 /DF,"Hello, how come you don't develop an app for Apple Watch, so that premium members can listen to offline music from the watch?",Hey there! Check out the official idea and add your vote to convince our devs it's something to look into: /DF,Downloads_Offline
1089986,"Hey @115888 when I click on a specific artist to shuffle songs, it never actually plays it. help",1089984,"@377158 Hey there! Does logging out, restarting your device, and logging back in help at all? Let us know how it goes /TF","Hey when I click on a specific artist to shuffle songs, it never actually plays it. help","Hey there! Does logging out, restarting your device, and logging back in help at all? Let us know how it goes /TF",Playback_Issue
1089991,"Hey @SpotifyCares, is there any way to change a premium account to a family plan?",1089990,@377160 Hey! Can you DM us your account's username and email address? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt,"Hey , is there any way to change a premium account to a family plan?",Hey! Can you DM us your account's username and email address? We'll see what we can suggest /JL,Family_Student_Plan
1089997,"@SpotifyCares Hi, I have the family plan today, however, my family members aren't able to join spotify through the link.Would like some help",1089996,"@377162 Hey there, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt","Hi, I have the family plan today, however, my family members aren't able to join spotify through the link.Would like some help","Hey there, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK",Family_Student_Plan
1090003,@SpotifyCares I'm unable to log in my Premium account. Not sure what happen. My un/pw isn't working. I really don't want to create another,1090002,@377165 Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,I'm unable to log in my Premium account. Not sure what happen. My un/pw isn't working. I really don't want to create another,Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA,Login_Issue
